id	name	disease_id
661	LeishmaniaInfection.1NS	70
662	LeishmaniaInfection.2	70
663	LeishmaniaInfection^^Cluster_of_size_1_4	70
664	LeishmaniaInfection.3	70
665	LeishmaniaInfection.6NS	70
666	LeishmaniaInfection.5	70
667	LobularBreastCancer.2NSNS	71
668	LobularBreastCancer.1NSNS	71
669	LungCancer.2NS	72
670	LungCancer.1NS	72
671	LungSquamousCellCarcinoma.1NS	73
672	MajorDepression.49	74
673	MajorDepression.14	74
674	MajorDepression.32	74
675	MajorDepression.9NS	74
676	MajorDepression.61	74
677	MajorDepression.17	74
678	MajorDepression.48	74
679	MajorDepression.2	74
680	MajorDepression.50	74
681	MajorDepression.57	74
682	MajorDepression.41	74
683	MajorDepression.25	74
684	MajorDepression.21	74
685	MajorDepression.15	74
686	MajorDepression.26	74
687	MajorDepression.29	74
688	MajorDepression.27	74
689	MajorDepression.68	74
690	MajorDepression.37	74
691	MajorDepression.11	74
692	MajorDepression.39	74
693	MajorDepression.55	74
694	MajorDepression.33	74
695	MajorDepression.24	74
696	MajorDepression^^Cluster_of_size_1_34	74
697	MajorDepression.53	74
698	MajorDepression.59	74
699	MajorDepression.7	74
700	MajorDepression.18	74
701	MajorDepression.42	74
702	MajorDepression.67	74
703	MajorDepression.38	74
704	MajorDepression.44	74
705	MajorDepression.51	74
706	MajorDepression.45	74
707	MajorDepression.23	74
708	MajorDepression.13	74
709	MajorDepression.47	74
710	MajorDepression.58	74
711	MajorDepression.46	74
712	MajorDepression^^Cluster_of_size_1_43	74
713	MajorDepression.31NS	74
714	MajorDepression.4	74
715	MajorDepression.16	74
716	MajorDepression.5	74
717	MajorDepression.40	74
718	MajorDepression.63	74
719	MajorDepression.28NS	74
720	MajorDepression.30	74
721	MajorDepression.60	74
722	MajorDepression.3	74
723	MajorDepression.20NS	74
724	MajorDepression.1	74
725	MajorDepression.62	74
726	MajorDepression.22	74
727	MajorDepression.36NS	74
728	MajorDepression.52	74
729	MajorDepression.35	74
730	MajorDepression.19	74
731	MajorDepression.54	74
732	MajorDepression.6	74
733	MajorDepression.66	74
734	MajorDepression.65	74
735	MajorDepression.12	74
736	MajorDepression.64	74
737	MajorDepression.10NS	74
738	MajorDepression^^Cluster_of_size_1_8	74
739	MajorDepression.56	74
740	MalignanPleuralMesothelioma.1NS	75
741	MalignanPleuralMesothelioma.2NS	75
742	Medulloblastoma.22	76
743	Medulloblastoma.2	76
744	Medulloblastoma.5	76
